Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Book value,Price to book value,Piotroski score,Industry PE,PE Variance,Promoter holding,Change in promoter holding 3Years,FII holding,DII holding,Contingent liabilities,Pledged percentage,EVEBITDA,Enterprise Value,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,Return over 3months,Return over 6months,Return over 1year,Return over 3years
Bliss GVS Pharma,506197,BLISSGVS,Pharmaceuticals - Indian - Formulations,111.30,1148.02,16.17,74.46,1.49,4.00,28.21,0.57,33.31,-26.85,22.83,6.72,13.85,0.00,8.50,1156.64,120.33,144.17,120.70,144.50,-40.81,-33.35,16.67,-18.34
Bloom Dekor,526225,,Miscellaneous,7.90,5.41,,0.04,180.38,6.00,26.63,,54.78,2.09,0.00,0.00,2.98,0.00,16.81,48.24,12.56,13.20,12.75,13.25,-59.38,8.22,-25.47,-43.39
BLS Internat.,540073,BLS,Computers - Software - Medium / Small,93.30,955.86,26.71,41.92,2.23,7.00,27.79,0.96,74.59,0.35,1.22,0.00,124.02,0.00,13.99,714.42,94.87,90.47,94.93,90.44,-11.56,13.71,216.27,-16.72
Blu.Coast Hotel.,531495,BLUECOAST,Hotels,6.00,7.65,,-75.96,,4.00,64.54,,61.39,0.00,0.00,0.00,65.00,0.71,-2.48,48.13,4.74,7.84,4.69,7.86,62.16,73.91,60.00,-57.90
Blue Chip India,531936,BLUECHIP,Finance & Investments,0.35,1.94,,0.07,4.96,2.00,17.34,,11.25,0.01,0.00,0.00,0.07,0.00,-7.46,1.94,0.24,0.26,0.24,0.26,16.67,40.00,75.00,11.87
Blue Cloud Soft.,539607,,Computers - Software - Medium / Small,9.99,23.88,,1.95,5.12,5.00,27.79,,55.65,0.00,0.00,0.00,0.00,0.00,-597.00,23.88,10.37,8.64,10.38,8.63,1.94,-16.75,-16.75,-10.19
Blue Dart Expres,526612,BLUEDART,Couriers,5298.95,12574.41,106.86,249.48,21.24,7.00,66.39,1.61,75.00,0.00,1.97,11.31,0.00,0.00,19.02,13436.04,5081.79,4075.09,5072.93,4062.79,22.28,40.74,146.76,14.52
Blue Pearl,514440,,Trading,12.65,0.32,,,,1.00,41.36,,21.62,0.00,0.00,0.29,0.00,0.00,-16.00,0.48,12.58,12.04,12.58,12.03,15.00,13.35,7.57,-6.31
Blue Star,500067,BLUESTARCO,Air-conditioners,842.70,8116.37,80.88,91.91,9.17,7.00,40.54,2.00,38.76,-0.13,11.08,21.56,399.28,0.00,27.44,8291.14,857.74,769.96,858.35,769.23,3.40,26.23,76.19,2.42
Bluechip Tex Ind,506981,,Textiles - Processing,99.60,19.62,11.28,118.09,0.84,8.00,16.32,0.69,60.00,3.38,0.00,0.06,1.46,31.33,4.30,28.10,93.62,91.80,93.38,91.72,4.84,16.15,8.26,-25.43
BMB Music,531420,,Entertainment / Electronic Media Software,1.98,1.20,1.67,4.31,0.46,4.00,19.94,0.08,12.09,-0.09,0.00,0.00,0.00,0.00,1.46,1.15,2.22,1.86,2.23,1.86,-29.03,-29.03,-29.03,-4.45
BMW Industries,542669,,Steel - Medium / Small,29.20,657.25,51.83,24.39,1.20,7.00,16.37,3.17,73.14,,0.00,24.43,55.37,0.00,9.24,907.50,28.82,24.14,28.80,24.09,22.69,130.10,194.06,
BNK Capital,500069,,Finance & Investments,189.05,189.05,12.18,371.87,0.51,3.00,17.34,0.70,59.69,3.71,0.00,0.00,0.00,0.00,11.18,174.02,161.35,114.07,160.22,113.32,71.86,180.91,268.16,23.26
BNR Udyog,530809,,Computers - Software - Medium / Small,10.70,3.21,40.12,12.87,0.83,5.00,27.79,1.44,71.96,2.83,0.00,0.00,0.03,0.00,20.14,2.82,10.95,13.47,10.96,13.50,-13.99,2.39,-38.68,-27.39
Bodal Chemicals,524370,BODALCHEM,Dyes And Pigments,101.10,1236.76,29.80,75.63,1.34,3.00,22.02,1.35,59.02,4.09,3.25,0.01,21.24,0.00,13.43,1344.97,90.94,78.71,90.53,78.49,36.90,62.15,114.65,-3.37
Bodhi Tree,,BTML,Entertainment / Electronic Media Software,65.00,8.13,2.26,,,1.00,19.94,0.11,68.80,,,,,0.00,,,78.69,87.95,79.24,88.18,-15.03,-28.18,,
Bodhtree Consul.,539122,,Computers - Software - Medium / Small,26.10,52.09,12.26,28.54,0.91,6.00,27.79,0.44,41.22,-10.69,0.00,10.08,7.51,97.24,4.95,61.68,28.37,33.62,28.46,33.70,-13.29,-39.93,-27.40,-27.89
Bohra Industries,,BOHRA,Fertilizers,3.75,5.72,,-7.79,,3.00,9.16,,61.17,0.01,,,0.04,41.36,-2.20,100.09,2.20,3.09,2.14,3.09,114.29,226.09,257.14,-56.40
Bombay Burmah,501425,BBTC,Tea,1144.05,7982.25,21.59,784.90,1.46,6.00,13.21,1.63,65.93,0.02,7.51,1.14,1.72,0.00,3.65,9083.18,1180.32,1204.48,1181.80,1205.09,-8.57,-7.79,35.44,-10.36
Bombay Cycle,501430,,Trading,482.05,19.28,8.68,502.25,0.96,6.00,41.36,0.21,72.46,0.00,0.00,2.43,0.03,0.00,6.41,18.65,468.26,564.13,467.70,564.96,1.84,-22.28,-27.62,-20.22
Bombay Dyeing,500020,BOMDYEING,Textiles - Processing,72.30,1493.25,,-8.15,,4.00,16.32,,53.66,-0.03,0.03,3.80,165.74,0.00,80.53,4651.32,71.42,72.06,71.38,72.06,-4.74,10.89,51.73,-38.03
Bombay Oxygen,509470,,Finance & Investments,18122.00,271.83,11.54,15188.00,1.19,4.00,17.34,0.67,73.29,0.00,0.00,0.06,0.00,0.00,9.28,269.48,15969.18,12247.46,15881.31,12188.42,81.24,81.26,78.02,42.50
Bombay Rayon,532678,BRFL,Textiles - Products,7.10,225.41,,16.27,0.44,2.00,19.87,,33.33,-5.18,0.03,56.20,271.02,52.68,-5.88,4411.60,7.77,8.80,7.80,8.82,-37.72,-19.77,63.22,-32.66
Bombay Super Hyb,,BSHSL,Miscellaneous,136.75,143.50,53.95,24.09,5.68,5.00,26.63,2.03,73.13,,,,0.59,0.00,22.62,140.23,133.89,118.68,133.77,118.50,1.15,47.12,26.04,28.49
Bonlon Industrie,543211,,Steel - Medium / Small,19.50,27.66,2.30,,,5.00,16.37,0.14,67.34,,0.00,0.00,,0.00,,,19.95,20.98,19.97,20.99,8.33,-9.30,,
Borosil,543212,BOROLTD,Glass & Glass Products,231.00,2636.16,201.39,57.24,4.04,6.00,49.02,4.11,70.46,,2.07,0.27,0.00,0.00,45.67,2654.20,192.36,185.96,190.79,185.51,10.92,61.59,,
Borosil Renew.,502219,BORORENEW,Glass & Glass Products,253.30,3296.12,122.90,26.03,9.73,3.00,49.02,2.51,61.83,-11.02,6.99,1.94,57.45,0.00,28.63,3359.47,247.60,191.15,247.37,190.53,-6.53,159.79,607.54,64.12
Bosch,500530,BOSCHLTD,Auto Ancillaries,13632.40,40206.91,69.10,2992.54,4.56,5.00,35.33,1.96,70.54,0.05,4.33,16.19,166.50,0.00,27.29,38539.70,14076.77,13769.87,14094.90,13771.25,-15.73,16.53,39.22,-10.36
BOSTON LEA.&FIN.,539274,,Finance & Investments,3.38,2.33,12.26,10.62,0.32,4.00,17.34,0.71,0.00,0.00,0.00,0.00,0.00,0.00,10.62,2.76,4.52,5.42,4.57,5.44,-36.11,-32.94,86.74,-26.69
Bothra Metals,535279,,Aluminium and Aluminium Products,2.88,5.33,,11.13,0.26,4.00,17.86,,73.59,0.00,0.00,0.00,0.00,0.00,-66.11,60.16,6.31,17.86,6.45,18.01,-32.87,-14.03,-52.00,-24.00
BPL,500074,BPL,Electronics - Consumer,32.35,158.13,14.86,34.47,0.94,6.00,60.82,0.24,63.08,-0.16,0.00,0.51,78.21,0.00,-26.37,172.74,26.54,22.70,26.30,22.60,40.96,87.54,123.88,-25.04
Brady & Morris,505690,,Engineering,80.60,18.14,21.34,21.38,3.77,7.00,20.39,1.05,73.75,0.00,0.00,0.04,10.51,0.00,18.01,36.20,82.23,78.26,82.30,78.24,-12.39,1.58,47.21,7.85
Brahmaputra Inf.,535693,,Construction,16.05,46.58,,43.67,0.37,4.00,14.45,,74.05,0.00,0.00,0.42,0.00,100.00,10.74,342.93,16.18,16.14,16.18,16.14,2.88,60.82,-21.90,-19.00
Brand Concepts,,BCONCEPTS,Trading,23.00,24.34,,23.65,0.97,5.00,41.36,,59.20,,,,9.93,9.58,9.89,43.90,25.34,28.10,25.44,28.15,-11.54,40.24,16.46,-22.81
Brand Realty,531203,,Construction,46.00,13.80,,15.81,2.91,5.00,33.90,,75.00,0.00,0.00,0.01,0.00,0.00,-43.95,18.46,41.87,41.53,41.71,41.49,23.49,-17.19,-20.07,-7.91
Brawn Biotech,530207,,Trading,29.90,8.97,,30.23,0.99,4.00,41.36,,53.71,0.32,0.00,0.59,0.00,0.00,-31.96,8.63,25.64,24.64,25.47,24.59,24.58,49.50,5.10,-18.36
Bridge Securitie,530249,,Finance & Investments,4.15,1.39,7.72,4.82,0.86,2.00,17.34,0.45,63.68,14.72,0.00,0.00,0.00,0.00,6.78,1.22,6.28,7.88,6.37,7.92,-27.19,-59.51,-2.35,-30.00
Brigade Enterpr.,532929,BRIGADE,Construction,256.10,5401.50,,106.16,2.41,3.00,33.90,,48.03,1.29,11.82,20.54,328.54,0.00,19.98,9182.72,258.70,229.75,258.81,229.49,-5.31,31.17,142.06,13.18
Bright Brothers,526731,,Plastics Products,84.70,48.11,36.17,77.23,1.10,7.00,21.87,1.65,53.58,3.21,0.00,0.00,4.91,0.00,4.02,56.66,84.66,75.68,84.66,75.59,1.26,39.65,58.32,-5.38
Bright Solar,,BRIGHT,Pumps,10.35,21.11,40.60,18.73,0.55,5.00,40.60,1.00,66.96,,,,2.29,0.00,11.25,17.78,11.03,10.74,11.06,10.74,7.25,59.23,45.77,
Brightcom Group,532368,BCG,Computers - Software - Medium / Small,8.15,413.74,0.92,59.09,0.14,4.00,27.79,0.03,36.76,-2.35,0.72,0.00,126.10,31.91,0.38,319.23,7.92,7.16,7.91,7.15,13.19,53.77,71.58,24.24
Brijlaxmi Leas.,532113,,Finance & Investments,2.37,1.34,22.33,4.94,0.48,3.00,17.34,1.29,12.36,1.63,0.00,0.00,0.00,0.00,29.80,2.98,2.34,1.90,2.33,1.90,31.67,20.92,264.62,7.65
Britannia Inds.,500825,BRITANNIA,Food - Processing - MNC,3461.25,83370.54,44.73,147.29,23.50,6.00,52.88,0.85,50.55,-0.15,17.96,11.23,141.95,0.00,30.20,85246.37,3557.70,3525.70,3561.64,3526.35,-2.27,-2.45,15.58,8.62
Bronze Infra,534731,,Construction,0.30,0.52,,2.70,0.11,3.00,14.45,,1.93,0.00,0.00,0.00,0.00,0.00,-0.08,0.42,0.42,0.35,0.42,0.35,-51.61,3.45,57.89,-12.64
Brooks Lab.,533543,BROOKS,Pharmaceuticals - Indian - Bulk Drugs & Formln,83.10,205.28,,40.01,2.08,5.00,27.08,,66.41,5.79,0.00,0.00,20.96,0.00,51.21,229.93,70.87,58.59,70.37,58.35,29.04,51.78,150.68,-2.57
BSE,,BSE,Miscellaneous,701.90,3160.26,28.47,539.03,1.30,5.00,26.63,1.07,0.00,0.00,,,918.47,0.00,6.95,1317.24,600.54,563.96,596.40,562.57,15.04,40.65,82.88,-5.14
BSEL Infra.,532123,BSELINFRA,Construction,1.00,8.26,15.30,43.83,0.02,3.00,14.45,1.06,16.45,-9.68,0.00,0.00,0.00,0.00,5.24,5.82,0.95,1.04,0.95,1.04,5.26,0.00,17.65,-36.20
BSL,514045,BSL,Textiles - Processing,53.55,55.11,,71.43,0.75,8.00,16.32,,56.44,0.00,0.00,4.14,0.77,0.00,7.93,201.70,36.06,32.16,35.35,31.94,63.76,73.02,158.07,-5.42
Burger King,543248,BURGERKING,Hotels,129.30,4958.71,,7.18,18.00,2.00,2.83,,52.69,,14.65,5.62,0.00,0.00,52.66,5726.94,134.81,139.08,135.04,139.18,-11.44,,,
Burnpur Cement,532931,BURNPUR,Cement - North India,2.65,22.82,,-22.06,,4.00,18.35,,27.56,-0.06,0.00,0.00,2019179.64,91.82,-4.85,420.58,2.39,2.08,2.38,2.08,23.26,76.67,253.33,-28.83
Butterfly Gan Ap,517421,BUTTERFLY,Domestic Appliances,618.10,1105.16,56.39,112.37,5.50,6.00,67.10,0.84,64.78,-0.35,0.03,7.64,32.94,0.00,17.96,1132.52,589.63,445.64,588.47,443.91,4.22,62.98,503.61,6.17
C & C Constrn.,532813,CANDC,Construction,4.65,11.83,,-1.06,,4.00,14.45,,32.36,-0.05,0.00,1.16,0.00,78.47,5.80,1505.05,4.97,4.66,4.98,4.66,-30.60,72.22,151.35,-53.75
C C C L,532902,CCCL,Construction,0.40,15.94,,-8.66,,3.00,14.45,,15.51,0.00,0.00,57.99,222.22,76.20,-44.04,1393.52,0.48,0.71,0.48,0.71,14.29,33.33,-11.11,-52.78
C D S L,,CDSL,Miscellaneous,798.70,8346.42,41.66,83.94,9.51,8.00,26.63,1.56,20.00,-4.00,,,6.37,0.00,30.28,8138.74,690.10,534.66,685.67,532.01,56.64,68.01,266.97,40.86
C J Gelatine,507515,,Chemicals,18.75,9.02,7.71,17.99,1.04,4.00,25.38,0.30,61.37,3.44,0.00,0.01,0.13,0.00,8.43,20.22,15.36,12.61,15.22,12.55,56.25,110.67,181.95,42.35
C P C L,500110,CHENNPETRO,Refineries,114.20,1700.57,6.61,108.20,1.06,7.00,13.45,0.49,67.29,0.00,0.71,6.55,581.57,0.00,4.85,10364.38,103.98,98.77,103.56,98.62,22.66,50.96,97.92,-27.57
Cadila Health.,532321,CADILAHC,Pharmaceuticals - Indian - Bulk Drugs & Formln,603.20,61752.15,32.74,114.82,5.25,6.00,27.08,1.21,74.88,0.09,5.23,11.30,673.80,0.00,19.28,65522.55,507.78,443.84,503.89,442.24,26.92,37.84,87.77,14.64
Cadsys (India),,CADSYS,Computers - Software - Medium / Small,22.10,16.58,55.27,75.24,0.29,3.00,27.79,1.99,47.68,0.27,,,0.00,0.00,5.40,24.26,20.67,26.87,20.62,26.92,11.34,-2.00,-6.16,-42.26
Calcom Vision,517236,,Electronics - Consumer,22.75,23.99,,8.59,2.65,2.00,60.82,,81.53,5.54,0.00,0.08,2.30,0.00,28.56,34.84,24.57,23.56,24.64,23.57,-2.99,8.59,6.31,18.27
California Soft.,532386,CALSOFT,Computers - Software - Medium / Small,8.40,12.98,68.32,4.41,1.91,6.00,27.79,2.46,35.73,-9.05,0.00,0.00,0.00,0.00,26.16,14.65,8.83,9.59,8.85,9.60,-8.70,-15.15,1.20,-41.80
Cambridge Tech.,532801,CTE,Computers - Software - Medium / Small,30.35,59.58,,41.11,0.74,5.00,27.79,,46.91,-1.35,0.00,0.00,11.32,0.00,7.96,49.94,30.54,31.28,30.54,31.29,-23.07,14.31,100.99,-20.45
Camex,524440,,Dyes And Pigments,25.50,26.03,26.29,31.84,0.80,5.00,22.02,1.19,70.65,0.05,0.00,0.01,2.57,0.00,8.57,28.36,21.08,18.67,20.90,18.60,32.47,67.76,116.28,-5.69
Camlin Fine,532834,CAMLINFINE,Chemicals,173.75,2216.69,56.30,38.33,4.53,7.00,25.38,2.22,21.62,-0.72,4.71,20.21,8.20,0.00,14.95,2562.99,142.43,114.37,141.15,113.77,55.97,60.95,357.84,16.41
Cams Services,543232,CAMS,Miscellaneous,2207.40,10777.75,68.02,83.10,26.56,8.00,26.63,2.55,30.96,,23.99,24.03,0.00,0.00,39.11,10628.51,2000.17,1712.32,1991.77,1707.35,21.12,70.64,,
Can Fin Homes,511196,CANFINHOME,Finance - Housing,522.75,6960.63,15.26,196.00,2.67,4.00,18.46,0.83,29.99,0.00,0.00,17.38,0.55,0.00,14.29,26231.98,539.89,482.86,540.59,482.46,4.77,9.74,74.42,8.97
Canara Bank,532483,CANBK,Banks - Public Sector,144.30,23762.43,,250.23,0.58,3.00,19.38,,69.33,-3.22,4.59,12.60,409652.77,0.00,14.78,623342.70,143.41,133.48,143.37,133.37,-10.29,55.66,80.71,-17.60
Canopy Finance,539304,,Finance & Investments,21.10,19.61,,7.13,2.96,2.00,17.34,,18.63,0.00,0.00,0.00,0.00,0.00,-10.57,19.97,15.84,13.38,15.62,13.31,111.00,108.91,62.31,17.16
Cantabil Retail,533267,CANTABIL,Textiles - Products,371.05,605.92,87.31,66.33,5.59,6.00,19.87,4.39,74.46,0.23,0.00,0.00,0.42,0.00,12.29,873.05,372.62,346.25,372.68,346.00,-3.30,11.96,55.84,42.12
Capacit'e Infra.,540710,CAPACITE,Construction,186.50,1266.18,,130.95,1.42,6.00,33.90,,43.78,-0.01,7.36,20.81,0.00,16.82,9.67,1351.78,192.15,172.69,192.38,172.55,-3.59,41.23,151.35,-19.23
Capfin India,539198,,Finance & Investments,4.02,1.15,38.33,11.62,0.35,4.00,17.34,2.21,5.44,1.05,0.00,0.00,0.00,0.00,19.40,0.97,4.61,4.26,4.63,4.27,-31.16,19.29,55.21,17.95
Capital India,530879,,Finance & Investments,106.05,824.37,60.35,71.83,1.48,7.00,17.34,3.48,73.04,9.31,0.00,0.00,3.50,0.00,16.97,893.12,116.20,116.96,116.61,117.07,-8.34,-6.61,17.83,32.64
Capital Trade Lk,538476,,Finance & Investments,5.51,32.98,25.57,3.86,1.43,5.00,17.34,1.47,43.50,9.45,0.00,0.00,0.00,0.00,16.04,35.76,5.77,5.16,5.78,5.16,31.19,-5.81,58.33,8.87
Capital Trust,511505,CAPTRUST,Finance & Investments,78.35,128.19,,96.24,0.81,5.00,17.34,,66.95,0.42,0.00,17.27,0.00,0.00,8.41,313.69,90.55,88.49,91.05,88.59,-14.79,38.80,28.44,-41.52
Caplin Point Lab,524742,CAPLIPOINT,Pharmaceuticals - Indian - Formulations,577.55,4368.75,18.03,156.77,3.68,7.00,28.21,0.64,69.03,-0.01,0.68,1.28,1.28,0.00,11.15,3927.57,483.05,466.83,479.19,465.71,23.77,22.26,79.70,-0.44
Capri Global,531595,CGCL,Finance & Investments,450.15,7890.47,42.70,93.47,4.82,6.00,17.34,2.46,74.87,-0.07,0.78,2.98,0.97,0.00,19.83,10776.23,388.06,310.30,385.53,308.89,23.31,83.06,214.79,72.01
Capricorn System,512169,,Computers - Software - Medium / Small,7.95,3.18,,9.91,0.80,7.00,27.79,,59.66,0.00,0.00,0.00,0.00,0.00,299.00,2.99,7.86,13.63,7.85,13.69,-3.64,12.61,-19.70,4.33
Caprihans India,509486,,Plastics Products,117.20,153.88,8.83,110.90,1.06,8.00,21.87,0.40,71.66,-0.27,0.00,3.71,6.54,0.00,4.36,114.30,89.19,75.09,88.05,74.66,41.63,75.45,222.42,9.88
Caprolactam Chem,507486,,Chemicals,32.15,14.79,47.71,7.78,4.13,8.00,25.38,1.88,50.22,5.72,0.00,0.00,0.00,0.00,9.45,17.11,30.11,23.59,30.03,23.50,46.80,102.20,78.12,47.20
Captain Pipes,538817,,Plastics Products,37.45,15.57,40.97,21.21,1.77,7.00,21.87,1.87,74.97,0.00,0.00,0.00,4.09,0.00,6.60,18.54,26.19,38.97,25.73,38.99,78.33,57.35,108.06,-2.97
Captain Polyplas,536974,,Plastics Products,40.80,205.55,21.82,11.48,3.55,5.00,21.87,1.00,74.92,0.41,0.00,0.00,27.33,15.91,10.53,281.37,40.26,36.89,40.24,36.85,-2.74,34.21,71.43,8.11
Captain Techno.,540652,,Castings & Forgings,30.50,31.14,17.79,12.45,2.45,7.00,38.75,0.46,72.09,0.00,0.00,0.00,0.00,0.00,9.31,34.93,21.22,23.25,20.84,23.18,45.24,73.30,98.70,1.70
Carborundum Uni.,513375,CARBORUNIV,Abrasives And Grinding Wheels,570.95,10824.86,36.77,112.42,5.08,6.00,39.55,0.93,42.01,-0.41,7.37,28.08,54.81,0.02,19.91,10197.62,501.99,406.30,499.17,404.64,20.21,96.71,168.24,15.67
CARE Ratings,534804,CARERATING,Miscellaneous,512.65,1510.33,19.19,194.21,2.64,4.00,32.04,0.60,0.00,0.00,22.69,20.40,2.31,0.00,11.52,1307.02,477.19,466.50,475.74,466.03,-4.45,30.51,39.93,-25.53
Career Point,533260,CAREERP,Miscellaneous,124.60,226.68,8.14,255.27,0.49,9.00,15.16,0.54,63.68,2.35,0.00,0.00,8.74,0.00,5.95,273.43,134.05,146.28,134.44,146.49,-20.86,-22.15,-25.52,0.80
Carnation Inds.,530609,,Castings & Forgings,4.70,1.63,,18.37,0.26,5.00,38.75,,43.66,-0.02,0.00,0.00,3.25,0.00,-8.94,2.86,4.80,5.86,4.80,5.88,-11.49,11.11,6.09,-45.13
Castex Tech,532282,CASTEXTECH,Auto Ancillaries,0.65,24.58,,-31.53,,3.00,35.33,,46.86,0.00,0.05,0.40,460.16,66.67,86.20,1492.96,0.54,0.49,0.53,0.49,8.33,62.50,62.50,-38.54
Castrol India,500870,CASTROLIND,Chemicals,125.70,12433.27,17.73,14.30,8.79,5.00,25.38,0.70,51.00,0.00,11.63,16.69,41.40,0.00,10.75,11159.08,125.27,124.50,125.25,124.48,-3.01,11.19,0.04,-11.48
Cat Technologies,531682,,Computers - Software - Medium / Small,0.72,5.72,,2.89,0.25,4.00,27.79,,21.10,17.77,0.00,6.07,0.00,0.00,-4.49,16.62,0.68,0.70,0.68,0.70,14.29,14.29,14.29,-6.82
Catvision Ltd,531158,,Trading,7.00,3.82,,33.13,0.21,5.00,41.36,,31.08,4.64,0.00,0.31,0.34,0.00,11.85,9.60,6.20,6.65,6.17,6.64,13.45,29.63,30.11,-44.92
CCL Internationa,531900,,Trading,16.45,31.57,,23.51,0.70,4.00,41.36,,56.49,6.93,0.02,0.00,26.58,1.84,12.83,40.15,17.36,14.52,17.40,14.50,-0.60,1.54,527.86,2.25
CCL Products,519600,CCL,Tea,315.70,4199.69,23.96,76.40,4.13,5.00,13.21,1.81,46.19,1.17,12.35,14.27,68.69,0.00,15.80,4527.86,259.30,249.18,257.00,248.51,28.91,27.22,68.42,0.62
CDG Petchem,534796,,Packaging,19.50,6.01,13.36,14.04,1.39,4.00,11.33,1.18,62.10,0.00,0.00,2.11,0.00,0.00,4.53,11.11,22.11,28.58,22.21,28.67,1.04,-49.94,-44.29,-22.75
CEAT,500878,CEATLTD,Tyres,1285.35,5199.25,11.24,819.85,1.57,7.00,21.30,0.53,46.82,-3.94,26.97,13.65,200.15,0.00,6.42,6633.14,1448.28,1271.08,1454.93,1270.94,-22.21,14.58,76.24,-4.25
Ceejay Finance,530789,,Finance & Investments,82.05,28.31,6.79,145.80,0.56,3.00,17.34,0.39,59.17,0.27,0.00,0.00,0.03,0.00,5.99,48.25,83.72,96.69,83.79,96.84,-16.57,-35.60,9.40,-19.96
Ceenik Exports,531119,,Textiles - Products,5.82,1.95,,33.28,0.17,4.00,20.19,,68.57,6.86,0.00,0.00,0.00,0.00,13.64,16.78,7.02,8.79,7.07,8.82,-22.30,-5.83,-7.62,-14.92
Ceeta Industries,514171,,Miscellaneous,7.05,10.22,16.22,17.59,0.40,3.00,26.63,0.61,71.91,0.00,0.00,0.23,0.30,0.00,10.57,10.46,7.10,5.63,7.10,5.62,79.39,90.03,95.83,-2.85
Ceinsys Tech,538734,,Computers - Software - Medium / Small,142.10,157.97,23.93,75.45,1.88,8.00,27.79,0.86,75.00,19.01,0.00,0.00,63.85,15.89,9.37,249.43,135.79,124.39,135.53,124.21,19.41,31.21,57.89,-0.09
Celebrity Fash.,532695,CELEBRITY,Textiles - Products,5.70,27.23,,0.28,20.02,6.00,19.87,,41.82,2.85,9.56,0.00,56.63,65.57,19.52,101.30,5.71,5.56,5.71,5.56,3.64,5.56,28.09,-28.12
Cella Space,532701,,Paper,5.62,10.76,,-12.76,,7.00,18.33,,55.12,7.11,0.00,0.00,12.28,0.00,34.58,56.37,5.68,5.44,5.68,5.44,11.51,18.57,19.07,-14.93
Cenlub Industrie,522251,,Engineering,60.10,28.02,8.84,64.81,0.93,4.00,20.39,0.43,51.64,2.13,0.00,0.00,6.90,0.00,4.61,31.57,55.16,46.58,54.95,46.44,38.00,62.87,104.42,6.04
Centenial Surgic,531380,,Healthcare,43.10,15.73,15.89,79.93,0.54,6.00,41.95,0.38,44.78,-0.05,0.00,0.00,0.10,0.00,2.38,15.58,45.77,48.25,45.88,48.30,-25.69,21.41,36.39,-15.80
Centerac Tech.,531621,,Computers - Software - Medium / Small,1.71,1.89,,0.09,18.87,6.00,27.79,,72.68,0.00,0.00,0.00,0.00,0.00,-187.00,1.87,1.67,1.62,1.66,1.62,-10.00,62.86,12.50,0.99
Central Bank,532885,CENTRALBK,Banks - Public Sector,16.40,9635.92,,36.65,0.45,6.00,19.38,,89.78,3.38,0.06,4.25,70463.77,0.00,20.04,293846.61,16.62,15.97,16.63,15.97,10.81,41.99,10.81,-38.84
Centrum Capital,501150,CENTRUM,Finance & Investments,30.35,1262.66,,14.51,2.09,5.00,17.34,,38.16,-0.14,0.43,0.00,6.01,41.71,12.48,2530.19,26.34,21.85,26.18,21.77,25.41,84.50,191.83,-19.11
Centum Electron,517544,CENTUM,Electronics - Components,395.25,509.27,19.30,164.01,2.41,4.00,12.17,1.59,58.80,-0.07,0.00,6.57,65.00,0.00,7.48,825.12,398.55,376.72,398.69,376.53,-11.31,46.66,74.23,-11.87
Century Enka,500280,CENTENKA,Textiles - Manmade,271.40,593.01,11.98,459.47,0.59,6.00,15.85,0.76,24.80,-2.35,2.00,5.33,3.26,0.00,5.41,587.59,252.17,219.38,251.39,218.86,7.46,56.97,109.41,-6.81
Century Extrus.,500083,CENTEXT,Aluminium and Aluminium Products,5.70,45.60,29.42,6.06,0.94,7.00,17.86,1.65,52.04,0.00,0.00,0.01,14.93,0.00,5.49,79.89,4.84,4.39,4.80,4.38,16.33,72.73,142.55,-1.70
Century Plyboard,532548,CENTURYPLY,Miscellaneous,347.70,7724.95,54.46,50.22,6.92,6.00,26.63,2.05,73.05,1.05,4.80,12.36,98.60,0.00,28.71,7858.81,318.93,247.99,317.76,246.99,27.27,87.74,222.09,4.52
Century Textiles,500040,CENTURYTEX,Paper,468.75,5235.74,,313.73,1.49,4.00,18.33,,50.21,0.00,9.74,11.89,112.60,0.00,21.46,6007.57,467.72,417.67,467.68,417.16,2.54,49.19,76.16,-2.13
Cera Sanitary.,532443,CERA,Ceramics - Tiles / Sanitaryware,3806.40,4950.56,51.16,616.14,6.18,6.00,56.80,0.90,54.48,-0.27,15.44,10.39,43.15,0.00,32.54,4970.80,3834.53,3310.51,3835.68,3305.53,7.39,35.88,76.63,8.04
Cerebra Integr.,532413,CEREBRAINT,Computers - Hardware,49.90,604.72,,23.55,2.12,5.00,12.92,,7.30,1.22,5.69,17.90,31.80,0.00,70.37,617.84,50.16,40.99,50.18,40.90,0.50,78.53,102.02,-7.86
CESC,500084,CESC,Power Generation And Supply,654.50,8675.86,6.52,759.28,0.86,8.00,18.60,0.35,49.92,0.00,14.70,23.84,543.63,0.00,5.31,19785.86,614.56,617.68,612.93,617.31,7.47,9.81,5.75,-8.06
CG Power & Indu.,500093,CGPOWER,Electric Equipment,88.45,11834.59,,-2.30,,3.00,25.64,,53.22,18.80,8.80,7.31,428.70,95.83,205.59,12405.53,66.37,44.85,65.46,44.41,107.63,176.41,1163.57,2.87
CG-VAK Software,531489,,Computers - Software - Medium / Small,91.95,46.44,7.16,56.87,1.62,5.00,27.79,0.26,52.47,4.16,0.00,0.00,0.00,0.00,3.06,32.20,92.51,78.49,92.53,78.36,1.38,21.71,197.09,38.65
Chalet Hotels,542399,CHALET,Hotels,144.10,2954.39,,71.85,2.01,7.00,64.54,,71.66,,4.99,17.70,64.14,32.01,48.63,4558.72,152.19,167.55,152.52,167.79,-19.65,2.23,7.82,
